date,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
6/26/2016,19,10,17,12,18,19,2.4,93,7.5,1021,33.5,19,15,10,0,4,13.6,20:58:00,4:49:00,10
6/27/2016,19,12,18,13,18,19,3.9,94,8,1022,77.75,19,17,12,0,4,10.1,20:58:00,4:49:00,12
6/28/2016,21,12,15,14,19,20,3.1,88,9.875,1021,59.625,21,17,14,0,4,11.8,20:58:00,4:50:00,12
6/29/2016,22,12,18,13,20,19,1.7,92,9.375,1016,49.5,25,16,11,0,4,12.7,20:58:00,4:50:00,12
6/30/2016,21,15,21,15,19,20,7.8,93,7.5,1016,83,21,18,13,0,4,10.9,20:58:00,4:51:00,15
7/1/2016,19,15,20,16,19,19,3.7,94,10,1016,81.5,19,17,16,0,4,10,20:57:00,4:51:00,15
7/2/2016,18,12,21,12,18,16,2.9,90,9.5,1021,39.875,18,13,11,0,4,14.5,20:57:00,4:52:00,12
7/3/2016,16,11,12,13,16,15,2.5,89,7.75,1022,82,16,14,12,0,3,10,20:57:00,4:53:00,11
7/4/2016,21,13,9,15,20,20,0.3,96,6.5,1021,78.375,21,16,14,0,4,10.9,20:56:00,4:53:00,13
7/5/2016,21,14,21,16,19,18,0.4,93,9,1021,72.125,21,16,16,0,5,10,20:56:00,4:54:00,16
7/6/2016,22,11,5,13,21,20,0.2,89,8,1023,35.25,25,15,13,0,4,12.7,20:55:00,4:55:00,11
7/7/2016,25,16,6,18,24,24,0,85,9,1022,22.375,26,19,18,0,6,13.6,20:55:00,4:56:00,16
7/8/2016,25,16,22,20,25,22,1.8,84,9.625,1021,16,27,18,20,0,5,14.5,20:54:00,4:57:00,16
7/9/2016,27,15,9,16,25,26,0,91,8,1022,22.5,28,21,16,0,5,14.5,20:54:00,4:58:00,15
7/10/2016,27,18,22,20,26,25,0.9,86,10,1016,21.875,28,20,20,0,6,13.6,20:53:00,4:59:00,18
7/11/2016,21,16,21,16,21,20,1.9,88,9,1015,58.5,21,17,16,0,4,13.6,20:52:00,4:59:00,17
7/12/2016,20,14,14,14,19,18,8.6,90,9,1015,50.375,20,15,13,0,4,13.5,20:52:00,5:00:00,14
7/13/2016,18,11,21,12,18,16,6.5,89,9.375,1021,43.625,18,12,10,0,4,12.6,20:51:00,5:01:00,11
7/14/2016,19,9,15,11,18,18,2,89,8.5,1026,38.5,19,14,10,0,4,12.6,20:50:00,5:03:00,9
7/15/2016,22,10,9,13,21,21,0.1,86,10,1028,26.25,24,15,13,0,5,13.5,20:49:00,5:04:00,10
7/16/2016,24,12,6,15,23,24,0.4,80,9.875,1028,63.625,26,20,15,0,6,10.6,20:48:00,5:05:00,12
7/17/2016,27,16,9,18,25,26,0,85,7.375,1024,28.5,29,21,18,0,5,14.5,20:47:00,5:06:00,16
7/18/2016,25,15,13,17,25,23,0.2,82,8.75,1018,60,27,17,17,0,5,12.5,20:46:00,5:07:00,15
7/19/2016,24,16,16,17,24,22,2.9,82,8.875,1014,59.5,26,16,18,0,5,12.5,20:45:00,5:08:00,16
7/20/2016,23,16,13,17,23,21,1.4,86,8.5,1015,58.875,25,15,17,0,6,12.5,20:44:00,5:09:00,16
7/21/2016,24,14,13,16,24,22,0.7,83,8.75,1016,60.25,25,16,17,0,6,12.5,20:43:00,5:10:00,14
7/22/2016,24,15,11,16,24,22,0.8,84,8.5,1017,61.75,26,15,17,0,6,12.5,20:42:00,5:12:00,15
7/23/2016,24,14,13,17,24,22,1.5,82,9.125,1017,66,26,16,18,0,6,10.5,20:41:00,5:13:00,14
7/24/2016,25,14,13,16,25,22,1.1,83,9,1016,62.375,26,17,17,0,6,12.5,20:39:00,5:14:00,14
7/25/2016,25,16,13,17,25,23,0.1,85,9.125,1016,64.125,27,17,18,0,6,12.5,20:38:00,5:15:00,16
7/26/2016,25,15,12,17,25,23,1.6,83,8.125,1016,62,27,18,18,0,6,12.5,20:37:00,5:17:00,15
7/27/2016,25,17,12,18,25,22,5.1,84,8.125,1014,63.125,26,18,19,0,5,13.5,20:35:00,5:18:00,17
7/28/2016,22,17,19,17,21,20,3.3,96,7.375,1018,85.875,25,17,17,0,4,10.5,20:34:00,5:19:00,17
7/29/2016,22,17,17,18,21,21,3.3,95,10,1016,86.25,25,17,18,0,5,9.5,20:33:00,5:21:00,17
7/30/2016,22,17,10,17,21,21,0.2,84,10,1015,60,25,16,17,0,4,12.5,20:31:00,5:22:00,17
7/31/2016,23,15,12,15,22,21,2.1,87,9.625,1019,26,25,16,15,0,6,14.5,20:30:00,5:23:00,15
8/1/2016,23,12,11,14,22,21,0.1,86,10,1021,28.875,25,13,13,0,5,13.5,20:28:00,5:25:00,12
8/2/2016,21,16,24,16,21,20,1.9,88,7.375,1019,87.5,24,17,16,0,4,9.4,20:27:00,5:26:00,16
8/3/2016,25,17,22,17,22,21,1.8,92,9.25,1017,75.125,26,18,17,0,5,10.4,20:25:00,5:27:00,17
8/4/2016,20,16,15,16,19,20,3.8,89,7.625,1016,73.125,20,17,16,0,4,12.4,20:24:00,5:29:00,17
8/5/2016,22,13,15,13,22,20,4.2,93,9.25,1025,29,25,15,12,0,4,14.5,20:22:00,5:30:00,13
8/6/2016,22,13,11,14,22,22,0.5,90,9.875,1029,30.625,25,16,13,0,5,13.5,20:21:00,5:31:00,13
8/7/2016,28,15,12,19,27,25,0,83,10,1030,10.875,29,18,19,0,6,14.5,20:19:00,5:33:00,15
8/8/2016,21,14,17,14,19,19,0.1,90,9,1024,39,21,17,13,0,4,13.5,20:17:00,5:34:00,16
8/9/2016,21,12,18,13,21,18,0,87,10,1025,14,21,11,12,0,5,14.5,20:16:00,5:36:00,12
8/10/2016,18,10,19,12,17,17,0.8,86,9.75,1026,22.875,18,11,11,0,5,14.5,20:14:00,5:37:00,10
8/11/2016,21,9,21,12,20,20,0,86,10,1026,39.5,21,13,11,0,5,13.4,20:12:00,5:38:00,9
8/12/2016,29,12,9,13,24,29,0,90,10,1027,17.375,31,21,13,0,6,14.5,20:11:00,5:40:00,12
8/13/2016,31,15,8,15,28,26,0,78,10,1025,2.25,31,16,15,0,6,14.5,20:09:00,5:41:00,17
8/14/2016,28,15,11,16,27,25,0,83,10,1024,3.125,28,17,16,0,6,14.5,20:07:00,5:43:00,15
8/15/2016,28,14,17,14,27,25,0,93,10,1023,10.375,28,18,13,0,6,14.5,20:05:00,5:44:00,14
8/16/2016,32,15,10,15,28,30,0,91,9,1018,9.875,34,20,15,0,7,14.5,20:03:00,5:45:00,15
8/17/2016,30,16,9,17,30,29,0,94,6.75,1013,20.875,31,18,17,0,6,14.5,20:02:00,5:47:00,16
8/18/2016,25,19,8,19,25,24,6.8,87,9.125,1011,45.625,26,18,19,0,6,13.4,20:00:00,5:48:00,20
8/19/2016,24,16,16,17,24,20,2.2,92,8.875,1011,62,25,17,17,0,5,11.1,19:58:00,5:50:00,16
8/20/2016,23,14,22,14,23,20,0.9,92,8.75,1017,27,25,15,13,0,5,14.1,19:56:00,5:51:00,14
8/21/2016,19,13,25,13,18,19,0.6,82,9.875,1025,45.125,19,12,11,0,5,11.1,19:54:00,5:52:00,13
8/22/2016,28,14,10,15,25,26,0,81,10,1027,19.75,28,18,15,0,5,14,19:52:00,5:54:00,14
8/23/2016,32,18,15,19,29,30,0,78,10,1026,1.75,33,20,19,0,7,14,19:50:00,5:55:00,18
8/24/2016,37,21,11,21,34,33,0,83,10,1020,0,39,21,21,0,8,13.9,19:48:00,5:57:00,21
8/25/2016,37,23,8,23,36,32,0,80,10,1016,2.125,38,21,23,0,8,13.9,19:47:00,5:58:00,23
8/26/2016,33,22,10,25,33,29,0,74,10,1017,15,34,20,25,0,7,13.9,19:45:00,5:59:00,23
8/27/2016,34,20,16,22,33,30,0,87,9,1017,9.5,35,20,22,0,7,11.6,19:43:00,6:01:00,20
8/28/2016,27,18,22,18,25,23,0.6,90,9.875,1019,22.5,27,17,18,0,6,10.4,19:41:00,6:02:00,21
8/29/2016,23,15,14,16,23,19,6,89,9.875,1024,53.25,25,17,16,0,5,9.1,19:39:00,6:03:00,15
8/30/2016,27,14,11,14,24,23,0.4,90,10,1025,8.25,27,14,13,0,6,11.6,19:37:00,6:05:00,14
8/31/2016,26,18,8,18,26,22,0,74,10,1022,58.875,26,14,19,0,6,7.9,19:35:00,6:06:00,21
9/1/2016,26,14,11,15,25,26,0,89,10,1025,11.5,27,18,15,0,6,11.6,19:32:00,6:08:00,14
9/2/2016,28,14,9,15,27,23,0,89,10,1023,28.875,28,14,15,0,6,10.4,19:30:00,6:09:00,14
9/3/2016,27,16,13,16,26,23,0,81,10,1020,11,27,14,16,0,6,11.6,19:28:00,6:10:00,16
9/4/2016,21,17,23,18,21,19,3,77,7.875,1019,66.875,24,16,18,0,6,6.6,19:26:00,6:12:00,18
9/5/2016,19,16,11,16,17,19,8.7,93,7.375,1024,100,19,18,16,0,4,6.6,19:24:00,6:13:00,16
9/6/2016,23,17,6,18,22,21,0.2,97,6.75,1025,69.625,25,19,18,0,5,7.8,19:22:00,6:15:00,17
9/7/2016,29,17,14,17,27,25,0,87,10,1022,0.125,29,18,17,0,6,11.6,19:20:00,6:16:00,18
9/8/2016,25,18,20,18,25,22,0,77,10,1018,2.125,26,17,18,0,6,11.6,19:18:00,6:17:00,19
9/9/2016,29,16,9,16,26,24,0,84,10,1020,0.125,29,16,16,0,6,11.6,19:16:00,6:19:00,16
9/10/2016,26,16,14,16,26,21,0,78,10,1018,14.375,26,13,16,0,6,11.6,19:14:00,6:20:00,17
9/11/2016,24,18,5,18,24,20,0.3,91,10,1018,79,26,17,18,0,6,6.4,19:11:00,6:22:00,18
9/12/2016,31,18,11,18,30,25,0,74,10,1016,29.375,31,17,18,0,7,11.6,19:09:00,6:23:00,19
9/13/2016,31,20,21,20,28,25,5.8,75,10,1012,43.75,31,16,20,0,7,10.3,19:07:00,6:25:00,20
9/14/2016,28,17,12,17,26,24,0.7,96,9.875,1012,22.375,28,17,17,0,6,11.6,19:05:00,6:26:00,19
9/15/2016,20,15,14,17,20,18,2,93,9.75,1014,62.625,20,16,17,0,4,9,19:03:00,6:27:00,18
9/16/2016,21,14,24,14,21,15,5.6,84,9.5,1015,64.25,24,14,13,0,5,7.7,19:01:00,6:29:00,14
9/17/2016,18,11,20,11,18,14,0.7,95,8.375,1019,65.375,18,12,10,0,4,6.1,18:59:00,6:30:00,12
9/18/2016,22,11,21,12,22,17,1.1,95,7,1020,56.625,25,15,10,0,4,8.9,18:56:00,6:32:00,11
9/19/2016,19,13,10,14,19,15,2.1,93,8,1021,91.25,19,14,13,0,4,6.1,18:54:00,6:33:00,13
9/20/2016,21,14,7,14,21,15,1.6,92,9.875,1020,58.875,21,12,14,0,4,11.6,18:52:00,6:34:00,14
9/21/2016,22,11,5,11,22,17,0,88,10,1019,13.625,25,12,11,0,5,11.6,18:50:00,6:36:00,11
9/22/2016,23,12,9,12,22,17,0,82,10,1022,21.875,24,11,11,0,5,11.6,18:48:00,6:37:00,13
9/23/2016,23,15,8,15,23,17,0.1,75,10,1026,41.5,25,13,15,0,5,11.6,18:46:00,6:39:00,16
9/24/2016,25,15,18,15,24,21,0,77,10,1025,1,25,11,14,0,6,11.6,18:43:00,6:40:00,16
9/25/2016,20,14,16,14,18,18,2,78,10,1024,23.75,20,14,13,0,5,8.8,18:41:00,6:42:00,15
9/26/2016,21,10,10,10,19,15,0,86,10,1025,24.75,21,10,10,0,5,11.6,18:39:00,6:43:00,11
9/27/2016,22,10,10,10,20,16,0,83,10,1028,33.375,24,9,9,0,5,11.6,18:37:00,6:45:00,11
9/28/2016,23,14,13,14,22,19,0,95,9,1029,46.375,25,16,13,0,4,10.2,18:35:00,6:46:00,14
9/29/2016,21,14,23,14,20,18,0,98,7.75,1026,47.25,21,15,13,0,4,10.2,18:33:00,6:48:00,14
9/30/2016,20,12,6,12,20,16,6.5,91,8.5,1017,48.75,20,13,11,0,4,10.2,18:31:00,6:49:00,14
10/1/2016,18,10,24,10,17,14,5.4,95,8.375,1012,38,18,11,9,0,3,11.6,18:29:00,6:50:00,13
10/2/2016,17,8,19,8,16,13,0.5,90,9.875,1022,26.75,17,10,5,0,4,10.2,18:26:00,6:52:00,9
10/3/2016,20,7,11,7,19,15,0,93,10,1028,1.75,20,12,7,0,5,11.6,18:24:00,6:53:00,11
10/4/2016,18,9,23,9,18,15,0,95,8,1029,1.25,18,12,8,0,4,11.6,18:22:00,6:55:00,11
10/5/2016,16,9,28,9,16,12,0,82,10,1027,0.625,16,10,7,0,4,11.6,18:20:00,6:56:00,10
10/6/2016,15,6,23,6,14,11,0,85,10,1025,11.375,15,6,4,0,4,11.6,18:18:00,6:58:00,7
10/7/2016,15,6,17,6,15,13,0,97,10,1020,65.125,15,8,4,0,4,7.2,18:16:00,6:59:00,7
10/8/2016,16,10,14,11,16,11,0.3,83,9.875,1025,50.5,16,8,9,0,3,11.1,18:14:00,7:01:00,11
10/9/2016,16,6,9,6,15,11,0,91,10,1026,14.875,16,7,4,0,4,11.1,18:12:00,7:02:00,7
10/10/2016,14,5,6,5,14,10,0.1,86,10,1026,37.375,14,6,4,0,4,10.1,18:10:00,7:04:00,6
10/11/2016,15,5,10,5,13,10,0,96,7,1022,21.25,15,6,3,0,3,11,18:08:00,7:05:00,6
10/12/2016,14,4,16,4,14,10,0,94,10,1020,8.125,14,6,2,0,4,11,18:06:00,7:07:00,5
10/13/2016,14,4,20,4,14,10,0.5,96,9.375,1014,60.375,14,6,1,0,3,8.5,18:04:00,7:09:00,5
10/14/2016,11,7,9,7,11,11,9.1,97,5.875,1007,97.625,11,11,5,0,2,5.5,18:02:00,7:10:00,7
10/15/2016,17,7,20,7,16,13,1.8,96,9.875,1015,42,17,11,4,0,3,10.9,18:00:00,7:12:00,8
10/16/2016,20,10,22,10,19,14,0.2,90,10,1019,20.125,20,10,7,0,5,8.7,17:58:00,7:13:00,10
10/17/2016,18,10,12,10,18,13,0.6,96,7.875,1024,28.75,18,12,9,0,3,7.1,17:57:00,7:15:00,11
10/18/2016,16,8,14,8,16,12,0.1,94,9,1025,38.625,16,9,7,0,4,7.1,17:55:00,7:16:00,9
10/19/2016,14,7,17,7,14,9,0.9,94,9.375,1023,45.375,14,7,4,0,3,8.7,17:53:00,7:18:00,8
10/20/2016,14,7,18,8,14,11,1.4,93,7,1019,75.875,14,8,6,0,3,5.5,17:51:00,7:19:00,7
10/21/2016,14,7,9,7,14,9,0.5,96,8,1018,74.125,14,8,6,0,3,5.5,17:49:00,7:21:00,8
10/22/2016,14,6,4,6,14,10,0,95,8,1017,18,14,8,5,0,4,8.7,17:47:00,7:22:00,6
10/23/2016,13,5,19,5,13,9,8.5,94,9.375,1012,41.25,13,9,2,0,3,8.7,17:45:00,7:24:00,6
10/24/2016,14,9,5,10,13,12,7.4,98,2.75,1016,90.5,14,12,10,0,3,3.8,17:44:00,7:26:00,10
10/25/2016,16,8,3,8,16,11,0,99,5.25,1026,90.75,16,12,8,0,3,3.8,17:42:00,7:27:00,9
10/26/2016,16,8,8,8,15,12,0,96,7,1032,26.5,16,11,7,0,3,8.7,17:40:00,7:29:00,9
10/27/2016,15,6,3,6,15,9,0,96,9,1035,24.25,15,11,5,0,4,8.7,17:38:00,7:30:00,8
10/28/2016,15,6,7,6,15,11,0,95,9,1036,46.75,15,9,6,0,4,5.4,17:37:00,7:32:00,7
10/29/2016,16,8,13,8,16,12,0,95,7,1035,26.75,16,11,7,0,4,8.7,17:35:00,7:34:00,8
10/30/2016,16,8,14,8,15,11,0,95,7,1031,8.125,16,9,6,0,3,8.7,17:33:00,7:35:00,9
10/31/2016,17,8,12,8,16,12,0,88,10,1027,11.125,17,10,6,0,4,8.7,17:32:00,7:37:00,9
11/1/2016,14,9,6,9,14,9,0,94,10,1024,30.375,14,10,10,0,4,5.4,17:30:00,7:38:00,11
11/2/2016,12,6,14,9,12,8,0.1,94,6.75,1024,57.125,12,10,8,0,2,5.4,17:28:00,7:40:00,11
11/3/2016,12,3,5,3,11,6,0,93,10,1024,11.5,12,5,3,0,3,8.7,17:27:00,7:41:00,5
11/4/2016,9,4,12,4,7,7,3.8,88,7.75,1020,86.375,9,4,2,0,3,3.7,17:25:00,7:43:00,4
11/5/2016,10,5,14,7,10,6,4.3,97,8.625,1006,67.75,10,7,5,0,2,7,17:24:00,7:45:00,7
11/6/2016,8,3,13,3,8,4,0.4,94,9,1007,43.375,8,3,1,0,2,8.7,17:22:00,7:46:00,5
11/7/2016,6,2,18,3,6,4,1.4,91,8.875,1011,65.625,6,3,-2,0,1,3.6,17:21:00,7:48:00,2
11/8/2016,7,1,9,1,7,5,0.5,96,8,1013,67.375,7,2,-2,0,2,7,17:19:00,7:49:00,1
11/9/2016,10,5,34,5,10,7,13.5,93,6.75,1008,94.25,10,7,1,0,2,3.6,17:18:00,7:51:00,5
11/10/2016,11,6,18,7,11,8,5.3,95,9.25,1011,71.625,11,8,4,0,2,3.6,17:16:00,7:53:00,6
11/11/2016,8,3,16,4,8,4,2.2,92,9.875,1025,38.375,8,5,1,0,2,7,17:15:00,7:54:00,6
11/12/2016,7,0,17,0,7,5,5.4,89,9.375,1025,69.625,7,5,-3,0,2,7,17:14:00,7:56:00,1
11/13/2016,9,6,12,7,9,8,1.5,98,7,1029,99.875,9,8,5,0,2,3.6,17:12:00,7:57:00,6
11/14/2016,8,3,5,3,8,7,0.4,94,6,1033,72.5,8,6,2,0,2,5.3,17:11:00,7:59:00,4
11/15/2016,12,7,15,9,9,12,1.8,98,7,1031,100,12,11,6,0,2,3.4,17:10:00,8:00:00,8
11/16/2016,12,11,21,12,12,12,2.6,95,7.75,1027,96.625,12,12,9,0,3,3.4,17:09:00,8:02:00,12
11/17/2016,12,10,33,10,12,12,0.8,90,10,1016,89.5,12,11,7,0,3,3.4,17:08:00,8:03:00,11
11/18/2016,11,6,27,9,10,7,2.5,82,9,1006,61,11,9,5,0,2,6.9,17:07:00,8:05:00,11
11/19/2016,8,4,23,4,8,6,0.1,88,10,1009,35.25,8,4,0,0,3,8.7,17:06:00,8:06:00,4
11/20/2016,12,7,53,11,11,11,8.3,86,7.125,999,89.875,12,9,7,0,3,3.4,17:04:00,8:08:00,9
11/21/2016,15,10,23,11,15,12,6.6,90,9.125,999,61.5,15,11,9,0,3,5.1,17:04:00,8:09:00,11
11/22/2016,11,8,25,8,11,9,0,94,9,1013,67.125,11,8,5,0,2,5.1,17:03:00,8:11:00,10
11/23/2016,14,8,12,9,14,11,8.8,96,8.25,1014,61.375,14,10,7,0,3,6.9,17:02:00,8:12:00,9
11/24/2016,12,9,17,9,12,10,0,85,10,1016,49.625,12,9,6,0,4,6.9,17:01:00,8:13:00,9
11/25/2016,9,8,25,9,9,9,0.3,83,9,1018,89.625,9,7,4,0,2,3.3,17:00:00,8:15:00,9
11/26/2016,10,6,8,6,10,8,1.6,96,7.75,1019,69.5,10,7,4,0,2,3.2,16:59:00,8:16:00,6
11/27/2016,8,4,17,4,8,6,0,97,7,1022,47.125,8,5,1,0,2,6.9,16:59:00,8:18:00,5
11/28/2016,6,0,24,2,6,2,0,90,10,1028,8.75,6,2,-3,0,2,8.4,16:58:00,8:19:00,3
11/29/2016,5,-1,20,-1,4,3,0,67,10,1033,0,5,0,-6,0,2,8.4,16:57:00,8:20:00,0
11/30/2016,8,0,4,2,8,2,0,74,10,1036,1.25,8,0,2,0,2,8.4,16:57:00,8:22:00,3
12/1/2016,8,-2,5,-2,8,2,0,72,10,1034,4.125,8,0,2,0,2,8.3,16:56:00,8:23:00,0
12/2/2016,5,1,9,1,5,3,0,96,4.5,1027,70.375,5,4,1,0,2,6.8,16:56:00,8:24:00,1
12/3/2016,5,1,18,1,5,2,0,97,6.25,1023,42.375,5,2,-3,0,1,8.3,16:55:00,8:25:00,2
12/4/2016,6,-1,13,0,6,4,0,82,9,1023,1.375,6,3,-3,0,2,8.3,16:55:00,8:27:00,0
12/5/2016,8,0,9,1,8,4,0,94,8,1027,25.5,8,4,-2,0,1,8.3,16:55:00,8:28:00,0
12/6/2016,9,2,9,2,9,6,0,90,10,1031,24,9,5,1,0,3,8.3,16:54:00,8:29:00,2
12/7/2016,9,4,10,4,9,5,0,88,10,1033,18.75,9,3,1,0,3,8.2,16:54:00,8:30:00,5
12/8/2016,9,2,13,2,8,7,0,85,10,1033,10.375,9,5,-1,0,3,8.2,16:54:00,8:31:00,3
12/9/2016,9,4,10,5,9,6,0,91,10,1032,38.5,9,6,2,0,3,6.8,16:54:00,8:32:00,4
12/10/2016,9,3,10,3,9,7,0,96,8,1029,15.625,9,6,0,0,3,8.2,16:54:00,8:33:00,4
12/11/2016,11,5,9,5,11,6,0.9,97,5.75,1027,27.25,11,8,3,0,3,8.2,16:54:00,8:34:00,7
12/12/2016,5,2,10,2,5,5,0.4,95,5,1027,50.125,5,3,-1,0,1,6.8,16:54:00,8:35:00,3
12/13/2016,8,4,15,4,8,7,0.8,91,9,1026,91,8,6,1,0,2,3.1,16:54:00,8:36:00,4
12/14/2016,9,5,9,5,9,6,0,76,10,1024,11.75,9,3,2,0,3,8.2,16:54:00,8:37:00,5
